FID,Date Time,Organisation,Fleet,Working Hours Age,Number of Flights
1159,30/12/2015 05:45,Flight Data Services Ltd,SAS-A330,1,1
1160,30/12/2015 05:45,Flight Data Services Ltd,SAS-A340,1,1
1161,30/12/2015 05:45,Flight Data Services Ltd,UBA-ATR-72,1,4
1162,30/12/2015 06:00,Flight Data Services Inc,CFS-ATR-42,4,11
1163,30/12/2015 06:00,Flight Data Services Ltd,IAW-B737,4,84
1164,30/12/2015 06:00,Flight Data Services Ltd,IAW-B737,3,192
1165,30/12/2015 06:00,Flight Data Services Inc,MTN-ATR-42,2,8
1166,30/12/2015 06:00,Flight Data Services Ltd,AHY-B767,2,1
1167,30/12/2015 06:00,Flight Data Services Ltd,EIN-A320,2,4
1168,30/12/2015 06:00,Flight Data Services Ltd,EIN-A330,2,1
1169,30/12/2015 06:00,Flight Data Services Ltd,IAW-B737,2,189
1170,30/12/2015 06:00,Flight Data Services Ltd,UBA-ATR-72,2,10
1171,30/12/2015 06:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
1172,30/12/2015 06:00,Flight Data Services Ltd,DHX-B767,1,68
1173,30/12/2015 06:00,Flight Data Services Ltd,EIN-A320,1,3
1174,30/12/2015 06:00,Flight Data Services Ltd,IAW-B737,1,28
1175,30/12/2015 06:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
1176,30/12/2015 06:00,Flight Data Services Ltd,NAS-B737-NG,1,4
1177,30/12/2015 06:00,Flight Data Services Ltd,NAS-B787,1,3
1178,30/12/2015 06:00,Flight Data Services Ltd,SAS-A330,1,1
1179,30/12/2015 06:00,Flight Data Services Ltd,SAS-A340,1,1
1180,30/12/2015 06:00,Flight Data Services Ltd,UBA-ATR-72,1,4
1181,30/12/2015 06:15,Flight Data Services Inc,CFS-ATR-42,4,11
1182,30/12/2015 06:15,Flight Data Services Ltd,IAW-B737,4,84
1183,30/12/2015 06:15,Flight Data Services Ltd,IAW-B737,3,192
1184,30/12/2015 06:15,Flight Data Services Inc,MTN-ATR-42,2,8
1185,30/12/2015 06:15,Flight Data Services Ltd,AHY-B767,2,1
1186,30/12/2015 06:15,Flight Data Services Ltd,EIN-A320,2,4
1187,30/12/2015 06:15,Flight Data Services Ltd,EIN-A330,2,1
1188,30/12/2015 06:15,Flight Data Services Ltd,IAW-B737,2,189
1189,30/12/2015 06:15,Flight Data Services Ltd,UBA-ATR-72,2,10
1190,30/12/2015 06:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
1191,30/12/2015 06:15,Flight Data Services Ltd,DHX-B767,1,68
1192,30/12/2015 06:15,Flight Data Services Ltd,EIN-A320,1,3
1193,30/12/2015 06:15,Flight Data Services Ltd,IAW-B737,1,28
1194,30/12/2015 06:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
1195,30/12/2015 06:15,Flight Data Services Ltd,NAS-B737-NG,1,4
1196,30/12/2015 06:15,Flight Data Services Ltd,NAS-B787,1,3
1197,30/12/2015 06:15,Flight Data Services Ltd,SAS-A330,1,1
1198,30/12/2015 06:15,Flight Data Services Ltd,SAS-A340,1,1
1199,30/12/2015 06:15,Flight Data Services Ltd,UBA-ATR-72,1,4
1200,30/12/2015 06:30,Flight Data Services Inc,CFS-ATR-42,4,11
1201,30/12/2015 06:30,Flight Data Services Ltd,IAW-B737,4,84
1202,30/12/2015 06:30,Flight Data Services Ltd,IAW-B737,3,192
1203,30/12/2015 06:30,Flight Data Services Inc,MTN-ATR-42,2,8
1204,30/12/2015 06:30,Flight Data Services Ltd,AHY-B767,2,1
1205,30/12/2015 06:30,Flight Data Services Ltd,EIN-A320,2,4
1206,30/12/2015 06:30,Flight Data Services Ltd,EIN-A330,2,1
1207,30/12/2015 06:30,Flight Data Services Ltd,IAW-B737,2,189
1208,30/12/2015 06:30,Flight Data Services Ltd,UBA-ATR-72,2,10
1209,30/12/2015 06:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
1210,30/12/2015 06:30,Flight Data Services Ltd,DHX-B767,1,68
1211,30/12/2015 06:30,Flight Data Services Ltd,EIN-A320,1,3
1212,30/12/2015 06:30,Flight Data Services Ltd,IAW-B737,1,28
1213,30/12/2015 06:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
1214,30/12/2015 06:30,Flight Data Services Ltd,NAS-B737-NG,1,4
1215,30/12/2015 06:30,Flight Data Services Ltd,NAS-B787,1,3
1216,30/12/2015 06:30,Flight Data Services Ltd,SAS-A330,1,1
1217,30/12/2015 06:30,Flight Data Services Ltd,SAS-A340,1,1
1218,30/12/2015 06:30,Flight Data Services Ltd,UBA-ATR-72,1,4
1219,30/12/2015 06:45,Flight Data Services Inc,CFS-ATR-42,4,11
1220,30/12/2015 06:45,Flight Data Services Ltd,IAW-B737,4,84
1221,30/12/2015 06:45,Flight Data Services Ltd,IAW-B737,3,192
1222,30/12/2015 06:45,Flight Data Services Inc,MTN-ATR-42,2,8
1223,30/12/2015 06:45,Flight Data Services Ltd,AHY-B767,2,1
1224,30/12/2015 06:45,Flight Data Services Ltd,EIN-A320,2,4
1225,30/12/2015 06:45,Flight Data Services Ltd,EIN-A330,2,1
1226,30/12/2015 06:45,Flight Data Services Ltd,IAW-B737,2,189
1227,30/12/2015 06:45,Flight Data Services Ltd,UBA-ATR-72,2,10
1228,30/12/2015 06:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
1229,30/12/2015 06:45,Flight Data Services Ltd,DHX-B767,1,68
1230,30/12/2015 06:45,Flight Data Services Ltd,EIN-A320,1,3
1231,30/12/2015 06:45,Flight Data Services Ltd,IAW-B737,1,28
1232,30/12/2015 06:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
1233,30/12/2015 06:45,Flight Data Services Ltd,NAS-B737-NG,1,4
1234,30/12/2015 06:45,Flight Data Services Ltd,NAS-B787,1,3
1235,30/12/2015 06:45,Flight Data Services Ltd,SAS-A330,1,1
1236,30/12/2015 06:45,Flight Data Services Ltd,SAS-A340,1,1
1237,30/12/2015 06:45,Flight Data Services Ltd,UBA-ATR-72,1,4
1238,30/12/2015 07:00,Flight Data Services Inc,CFS-ATR-42,4,11
1239,30/12/2015 07:00,Flight Data Services Ltd,IAW-B737,4,84
1240,30/12/2015 07:00,Flight Data Services Ltd,IAW-B737,3,192
1241,30/12/2015 07:00,Flight Data Services Inc,MTN-ATR-42,2,8
1242,30/12/2015 07:00,Flight Data Services Ltd,AHY-B767,2,1
1243,30/12/2015 07:00,Flight Data Services Ltd,EIN-A320,2,4
1244,30/12/2015 07:00,Flight Data Services Ltd,EIN-A330,2,1
1245,30/12/2015 07:00,Flight Data Services Ltd,IAW-B737,2,189
1246,30/12/2015 07:00,Flight Data Services Ltd,UBA-ATR-72,2,10
1247,30/12/2015 07:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
1248,30/12/2015 07:00,Flight Data Services Ltd,DHX-B767,1,68
1249,30/12/2015 07:00,Flight Data Services Ltd,EIN-A320,1,3
1250,30/12/2015 07:00,Flight Data Services Ltd,IAW-B737,1,28
1251,30/12/2015 07:00,Flight Data Services Ltd,JTG-B737-Classic,1,1
1252,30/12/2015 07:00,Flight Data Services Ltd,NAS-B737-NG,1,4
1253,30/12/2015 07:00,Flight Data Services Ltd,NAS-B787,1,3
1254,30/12/2015 07:00,Flight Data Services Ltd,SAS-A330,1,1
1255,30/12/2015 07:00,Flight Data Services Ltd,SAS-A340,1,1
1256,30/12/2015 07:00,Flight Data Services Ltd,UBA-ATR-72,1,4
1257,30/12/2015 07:15,Flight Data Services Inc,CFS-ATR-42,4,11
1258,30/12/2015 07:15,Flight Data Services Ltd,IAW-B737,4,84
1259,30/12/2015 07:15,Flight Data Services Ltd,IAW-B737,3,192
1260,30/12/2015 07:15,Flight Data Services Inc,MTN-ATR-42,2,8
1261,30/12/2015 07:15,Flight Data Services Ltd,AHY-B767,2,1
1262,30/12/2015 07:15,Flight Data Services Ltd,EIN-A320,2,4
1263,30/12/2015 07:15,Flight Data Services Ltd,EIN-A330,2,1
1264,30/12/2015 07:15,Flight Data Services Ltd,IAW-B737,2,189
1265,30/12/2015 07:15,Flight Data Services Ltd,UBA-ATR-72,2,10
1266,30/12/2015 07:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
1267,30/12/2015 07:15,Flight Data Services Ltd,DHX-B767,1,68
1268,30/12/2015 07:15,Flight Data Services Ltd,EIN-A320,1,3
1269,30/12/2015 07:15,Flight Data Services Ltd,IAW-B737,1,28
1270,30/12/2015 07:15,Flight Data Services Ltd,JTG-B737-Classic,1,1
1271,30/12/2015 07:15,Flight Data Services Ltd,NAS-B737-NG,1,4
1272,30/12/2015 07:15,Flight Data Services Ltd,NAS-B787,1,3
1273,30/12/2015 07:15,Flight Data Services Ltd,SAS-A330,1,1
1274,30/12/2015 07:15,Flight Data Services Ltd,SAS-A340,1,1
1275,30/12/2015 07:15,Flight Data Services Ltd,UBA-ATR-72,1,4
1276,30/12/2015 07:30,Flight Data Services Inc,CFS-ATR-42,4,11
1277,30/12/2015 07:30,Flight Data Services Ltd,IAW-B737,4,84
1278,30/12/2015 07:30,Flight Data Services Ltd,IAW-B737,3,192
1279,30/12/2015 07:30,Flight Data Services Inc,MTN-ATR-42,2,8
1280,30/12/2015 07:30,Flight Data Services Ltd,AHY-B767,2,1
1281,30/12/2015 07:30,Flight Data Services Ltd,EIN-A320,2,4
1282,30/12/2015 07:30,Flight Data Services Ltd,EIN-A330,2,1
1283,30/12/2015 07:30,Flight Data Services Ltd,IAW-B737,2,189
1284,30/12/2015 07:30,Flight Data Services Ltd,UBA-ATR-72,2,9
1285,30/12/2015 07:30,Flight Data Services Ltd,UBA-ERJ-190,2,14
1286,30/12/2015 07:30,Flight Data Services Ltd,DHX-B767,1,68
1287,30/12/2015 07:30,Flight Data Services Ltd,EIN-A320,1,3
1288,30/12/2015 07:30,Flight Data Services Ltd,IAW-B737,1,28
1289,30/12/2015 07:30,Flight Data Services Ltd,JTG-B737-Classic,1,1
1290,30/12/2015 07:30,Flight Data Services Ltd,NAS-B737-NG,1,4
1291,30/12/2015 07:30,Flight Data Services Ltd,NAS-B787,1,3
1292,30/12/2015 07:30,Flight Data Services Ltd,SAS-A330,1,1
1293,30/12/2015 07:30,Flight Data Services Ltd,SAS-A340,1,1
1294,30/12/2015 07:30,Flight Data Services Ltd,UBA-ATR-72,1,4
1295,30/12/2015 07:45,Flight Data Services Inc,CFS-ATR-42,4,11
1296,30/12/2015 07:45,Flight Data Services Ltd,IAW-B737,4,84
1297,30/12/2015 07:45,Flight Data Services Ltd,IAW-B737,3,192
1298,30/12/2015 07:45,Flight Data Services Inc,MTN-ATR-42,2,8
1299,30/12/2015 07:45,Flight Data Services Ltd,AHY-B767,2,1
1300,30/12/2015 07:45,Flight Data Services Ltd,EIN-A320,2,4
1301,30/12/2015 07:45,Flight Data Services Ltd,EIN-A330,2,1
1302,30/12/2015 07:45,Flight Data Services Ltd,IAW-B737,2,189
1303,30/12/2015 07:45,Flight Data Services Ltd,UBA-ATR-72,2,9
1304,30/12/2015 07:45,Flight Data Services Ltd,UBA-ERJ-190,2,14
1305,30/12/2015 07:45,Flight Data Services Ltd,DHX-B767,1,68
1306,30/12/2015 07:45,Flight Data Services Ltd,EIN-A320,1,3
1307,30/12/2015 07:45,Flight Data Services Ltd,IAW-B737,1,28
1308,30/12/2015 07:45,Flight Data Services Ltd,JTG-B737-Classic,1,1
1309,30/12/2015 07:45,Flight Data Services Ltd,NAS-B737-NG,1,4
1310,30/12/2015 07:45,Flight Data Services Ltd,NAS-B787,1,3
1311,30/12/2015 07:45,Flight Data Services Ltd,SAS-A330,1,1
1312,30/12/2015 07:45,Flight Data Services Ltd,SAS-A340,1,1
1313,30/12/2015 07:45,Flight Data Services Ltd,UBA-ATR-72,1,4
1314,30/12/2015 08:00,Flight Data Services Inc,CFS-ATR-42,4,11
1315,30/12/2015 08:00,Flight Data Services Ltd,IAW-B737,4,84
1316,30/12/2015 08:00,Flight Data Services Ltd,IAW-B737,3,192
1317,30/12/2015 08:00,Flight Data Services Inc,MTN-ATR-42,2,8
1318,30/12/2015 08:00,Flight Data Services Ltd,AHY-B767,2,1
1319,30/12/2015 08:00,Flight Data Services Ltd,EIN-A320,2,4
1320,30/12/2015 08:00,Flight Data Services Ltd,EIN-A330,2,1
1321,30/12/2015 08:00,Flight Data Services Ltd,IAW-B737,2,189
1322,30/12/2015 08:00,Flight Data Services Ltd,UBA-ATR-72,2,9
1323,30/12/2015 08:00,Flight Data Services Ltd,UBA-ERJ-190,2,14
1324,30/12/2015 08:00,Flight Data Services Ltd,DHX-B767,1,68
1325,30/12/2015 08:00,Flight Data Services Ltd,EIN-A320,1,3
1326,30/12/2015 08:00,Flight Data Services Ltd,IAW-B737,1,28
1327,30/12/2015 08:00,Flight Data Services Ltd,NAS-B737-NG,1,4
1328,30/12/2015 08:00,Flight Data Services Ltd,NAS-B787,1,3
1329,30/12/2015 08:00,Flight Data Services Ltd,SAS-A330,1,1
1330,30/12/2015 08:00,Flight Data Services Ltd,SAS-A340,1,1
1331,30/12/2015 08:00,Flight Data Services Ltd,UBA-ATR-72,1,4
1332,30/12/2015 08:15,Flight Data Services Inc,CFS-ATR-42,4,11
1333,30/12/2015 08:15,Flight Data Services Ltd,IAW-B737,4,97
1334,30/12/2015 08:15,Flight Data Services Ltd,IAW-B737,3,216
1335,30/12/2015 08:15,Flight Data Services Inc,MTN-ATR-42,2,8
1336,30/12/2015 08:15,Flight Data Services Ltd,AHY-B767,2,1
1337,30/12/2015 08:15,Flight Data Services Ltd,DHX-B767,2,14
1338,30/12/2015 08:15,Flight Data Services Ltd,EIN-A320,2,5
1339,30/12/2015 08:15,Flight Data Services Ltd,EIN-A330,2,1
1340,30/12/2015 08:15,Flight Data Services Ltd,IAW-B737,2,152
1341,30/12/2015 08:15,Flight Data Services Ltd,NAS-B787,2,2
1342,30/12/2015 08:15,Flight Data Services Ltd,SAS-A330,2,1
1343,30/12/2015 08:15,Flight Data Services Ltd,SAS-A340,2,1
1344,30/12/2015 08:15,Flight Data Services Ltd,UBA-ATR-72,2,13
1345,30/12/2015 08:15,Flight Data Services Ltd,UBA-ERJ-190,2,14
1346,30/12/2015 08:15,Flight Data Services Ltd,AHY-A319,1,2
1347,30/12/2015 08:15,Flight Data Services Ltd,AHY-A320,1,3
1348,30/12/2015 08:15,Flight Data Services Ltd,AHY-B757,1,11
1349,30/12/2015 08:15,Flight Data Services Ltd,DHX-B757,1,5
1350,30/12/2015 08:15,Flight Data Services Ltd,DHX-B767,1,54
1351,30/12/2015 08:15,Flight Data Services Ltd,EIN-A320,1,19
1352,30/12/2015 08:15,Flight Data Services Ltd,EIN-A330,1,1
1353,30/12/2015 08:15,Flight Data Services Ltd,IAW-B737,1,51
1354,30/12/2015 08:15,Flight Data Services Ltd,NAS-B737-NG,1,9
1355,30/12/2015 08:15,Flight Data Services Ltd,NAS-B787,1,3
1356,30/12/2015 08:15,Flight Data Services Ltd,SAS-A320,1,1
1357,30/12/2015 08:15,Flight Data Services Ltd,SAS-B737-NG,1,6
1358,30/12/2015 08:15,Flight Data Services Ltd,SRR-B767,1,8
1359,30/12/2015 08:15,Flight Data Services Ltd,UBA-B737-NG,1,1
1360,30/12/2015 08:30,Flight Data Services Inc,CFS-ATR-42,4,11
1361,30/12/2015 08:30,Flight Data Services Ltd,IAW-B737,4,168
1362,30/12/2015 08:30,Flight Data Services Ltd,IAW-B737,3,185
1363,30/12/2015 08:30,Flight Data Services Inc,MTN-ATR-42,2,8
1364,30/12/2015 08:30,Flight Data Services Ltd,AHY-B767,2,1
1365,30/12/2015 08:30,Flight Data Services Ltd,DHX-B767,2,60
1366,30/12/2015 08:30,Flight Data Services Ltd,EIN-A320,2,5
1367,30/12/2015 08:30,Flight Data Services Ltd,EIN-A330,2,1
1368,30/12/2015 08:30,Flight Data Services Ltd,IAW-B737,2,106
1369,30/12/2015 08:30,Flight Data Services Ltd,NAS-B787,2,2
1370,30/12/2015 08:30,Flight Data Services Ltd,SAS-A330,2,1
1371,30/12/2015 08:30,Flight Data Services Ltd,SAS-A340,2,1
1372,30/12/2015 08:30,Flight Data Services Ltd,UBA-ATR-72,2,13
1373,30/12/2015 08:30,Flight Data Services Ltd,UBA-ERJ-190,2,13
1374,30/12/2015 08:30,Flight Data Services Ltd,AHY-A319,1,2
1375,30/12/2015 08:30,Flight Data Services Ltd,AHY-A320,1,3
1376,30/12/2015 08:30,Flight Data Services Ltd,AHY-B757,1,11
1377,30/12/2015 08:30,Flight Data Services Ltd,AHY-B767,1,4
1378,30/12/2015 08:30,Flight Data Services Ltd,DHK-B757,1,7
1379,30/12/2015 08:30,Flight Data Services Ltd,DHK-B767,1,2
1380,30/12/2015 08:30,Flight Data Services Ltd,DHX-B757,1,6
1381,30/12/2015 08:30,Flight Data Services Ltd,DHX-B767,1,8
1382,30/12/2015 08:30,Flight Data Services Ltd,EIN-A320,1,19
1383,30/12/2015 08:30,Flight Data Services Ltd,EIN-A330,1,1
1384,30/12/2015 08:30,Flight Data Services Ltd,IAW-B737,1,89
1385,30/12/2015 08:30,Flight Data Services Ltd,JTG-ATR-72,1,3
1386,30/12/2015 08:30,Flight Data Services Ltd,JTG-B737-NG,1,1
1387,30/12/2015 08:30,Flight Data Services Ltd,KKK-Istanbul,1,9
1388,30/12/2015 08:30,Flight Data Services Ltd,NAS-B737-NG,1,15
1389,30/12/2015 08:30,Flight Data Services Ltd,NAS-B787,1,4
1390,30/12/2015 08:30,Flight Data Services Ltd,NVD-A319-A320,1,5
1391,30/12/2015 08:30,Flight Data Services Ltd,SAS-A320,1,4
1392,30/12/2015 08:30,Flight Data Services Ltd,SAS-B737-NG,1,10
1393,30/12/2015 08:30,Flight Data Services Ltd,SFR-L100,1,1
1394,30/12/2015 08:30,Flight Data Services Ltd,SRR-B767,1,8
1395,30/12/2015 08:30,Flight Data Services Ltd,UBA-B737-NG,1,1
1396,30/12/2015 08:30,Flight Data Services Ltd,WOW-A320,1,4
1397,30/12/2015 08:45,Flight Data Services Ltd,IAW-B737,5,54
1398,30/12/2015 08:45,Flight Data Services Inc,CFS-ATR-42,4,11
1399,30/12/2015 08:45,Flight Data Services Ltd,IAW-B737,4,148
1400,30/12/2015 08:45,Flight Data Services Ltd,IAW-B737,3,207
1401,30/12/2015 08:45,Flight Data Services Inc,MTN-ATR-42,2,8
1402,30/12/2015 08:45,Flight Data Services Ltd,AHY-B767,2,1
1403,30/12/2015 08:45,Flight Data Services Ltd,DHX-B767,2,64
1404,30/12/2015 08:45,Flight Data Services Ltd,EIN-A320,2,7
1405,30/12/2015 08:45,Flight Data Services Ltd,EIN-A330,2,1
1406,30/12/2015 08:45,Flight Data Services Ltd,IAW-B737,2,70
1407,30/12/2015 08:45,Flight Data Services Ltd,NAS-B737-NG,2,3
1408,30/12/2015 08:45,Flight Data Services Ltd,NAS-B787,2,3
1409,30/12/2015 08:45,Flight Data Services Ltd,SAS-A330,2,1
1410,30/12/2015 08:45,Flight Data Services Ltd,SAS-A340,2,1
1411,30/12/2015 08:45,Flight Data Services Ltd,UBA-ATR-72,2,13
1412,30/12/2015 08:45,Flight Data Services Ltd,UBA-ERJ-190,2,9
1413,30/12/2015 08:45,Flight Data Services Ltd,AHY-A319,1,2
1414,30/12/2015 08:45,Flight Data Services Ltd,AHY-A320,1,3
1415,30/12/2015 08:45,Flight Data Services Ltd,AHY-B757,1,11
1416,30/12/2015 08:45,Flight Data Services Ltd,AHY-B767,1,4
1417,30/12/2015 08:45,Flight Data Services Ltd,DAN-MD-83,1,1
1418,30/12/2015 08:45,Flight Data Services Ltd,DHK-B757,1,7
1419,30/12/2015 08:45,Flight Data Services Ltd,DHK-B767,1,2
1420,30/12/2015 08:45,Flight Data Services Ltd,DHX-B757,1,7
1421,30/12/2015 08:45,Flight Data Services Ltd,DHX-B767,1,1
1422,30/12/2015 08:45,Flight Data Services Ltd,EIN-A320,1,23
1423,30/12/2015 08:45,Flight Data Services Ltd,EIN-A321,1,1
1424,30/12/2015 08:45,Flight Data Services Ltd,EIN-A330,1,3
1425,30/12/2015 08:45,Flight Data Services Ltd,IAW-B737,1,66
1426,30/12/2015 08:45,Flight Data Services Ltd,JTG-ATR-72,1,3
1427,30/12/2015 08:45,Flight Data Services Ltd,JTG-B737-NG,1,2
1428,30/12/2015 08:45,Flight Data Services Ltd,KKK-Istanbul,1,44
1429,30/12/2015 08:45,Flight Data Services Ltd,NAS-B737-NG,1,6
1430,30/12/2015 08:45,Flight Data Services Ltd,NAS-B787,1,3
1431,30/12/2015 08:45,Flight Data Services Ltd,NVD-A319-A320,1,6
1432,30/12/2015 08:45,Flight Data Services Ltd,SAS-A320,1,4
1433,30/12/2015 08:45,Flight Data Services Ltd,SAS-A321,1,2
1434,30/12/2015 08:45,Flight Data Services Ltd,SAS-B737-NG,1,10
1435,30/12/2015 08:45,Flight Data Services Ltd,SFR-B737-Classic,1,1
1436,30/12/2015 08:45,Flight Data Services Ltd,SFR-L100,1,5
1437,30/12/2015 08:45,Flight Data Services Ltd,SRR-B767,1,8
1438,30/12/2015 08:45,Flight Data Services Ltd,UBA-B737-NG,1,1
1439,30/12/2015 08:45,Flight Data Services Ltd,WOW-A320,1,4
1440,30/12/2015 09:00,Flight Data Services Ltd,IAW-B737,5,23
1441,30/12/2015 09:00,Flight Data Services Inc,CFS-ATR-42,4,11
1442,30/12/2015 09:00,Flight Data Services Ltd,IAW-B737,4,27
1443,30/12/2015 09:00,Flight Data Services Ltd,AHY-B767,3,1
1444,30/12/2015 09:00,Flight Data Services Ltd,EIN-A320,3,4
1445,30/12/2015 09:00,Flight Data Services Ltd,EIN-A330,3,1
1446,30/12/2015 09:00,Flight Data Services Ltd,IAW-B737,3,40
1447,30/12/2015 09:00,Flight Data Services Ltd,UBA-ATR-72,3,9
1448,30/12/2015 09:00,Flight Data Services Ltd,UBA-ERJ-190,3,3
1449,30/12/2015 09:00,Flight Data Services Inc,MTN-ATR-42,2,8
1450,30/12/2015 09:00,Flight Data Services Ltd,DHX-B767,2,58
1451,30/12/2015 09:00,Flight Data Services Ltd,EIN-A320,2,3
1452,30/12/2015 09:00,Flight Data Services Ltd,NAS-B787,2,3
1453,30/12/2015 09:00,Flight Data Services Ltd,SAS-A330,2,1
1454,30/12/2015 09:00,Flight Data Services Ltd,SAS-A340,2,1
1455,30/12/2015 09:00,Flight Data Services Ltd,UBA-ATR-72,2,4
1456,30/12/2015 09:00,Flight Data Services Ltd,ABR-B757,1,1
1457,30/12/2015 09:00,Flight Data Services Ltd,AHY-A319,1,2
1458,30/12/2015 09:00,Flight Data Services Ltd,AHY-A320,1,3
1459,30/12/2015 09:00,Flight Data Services Ltd,AHY-B757,1,11
1460,30/12/2015 09:00,Flight Data Services Ltd,AHY-B767,1,4
1461,30/12/2015 09:00,Flight Data Services Ltd,CRC-B737-NG,1,2
1462,30/12/2015 09:00,Flight Data Services Ltd,DAN-MD-83,1,1
1463,30/12/2015 09:00,Flight Data Services Ltd,DAV-DO-328,1,2
1464,30/12/2015 09:00,Flight Data Services Ltd,DHK-B757,1,7
1465,30/12/2015 09:00,Flight Data Services Ltd,DHK-B767,1,2
1466,30/12/2015 09:00,Flight Data Services Ltd,DHX-B757,1,7
1467,30/12/2015 09:00,Flight Data Services Ltd,DHX-B767,1,1
1468,30/12/2015 09:00,Flight Data Services Ltd,EIN-A320,1,23
1469,30/12/2015 09:00,Flight Data Services Ltd,EIN-A321,1,1
1470,30/12/2015 09:00,Flight Data Services Ltd,EIN-A330,1,3
1471,30/12/2015 09:00,Flight Data Services Ltd,JTG-ATR-72,1,3
1472,30/12/2015 09:00,Flight Data Services Ltd,JTG-B737-NG,1,2
1473,30/12/2015 09:00,Flight Data Services Ltd,KKK-Istanbul,1,45
1474,30/12/2015 09:00,Flight Data Services Ltd,NAI-B737-NG,1,1
1475,30/12/2015 09:00,Flight Data Services Ltd,NAS-B787,1,3
1476,30/12/2015 09:00,Flight Data Services Ltd,NVD-A319-A320,1,6
1477,30/12/2015 09:00,Flight Data Services Ltd,SAS-A320,1,4
1478,30/12/2015 09:00,Flight Data Services Ltd,SAS-A321,1,2
1479,30/12/2015 09:00,Flight Data Services Ltd,SAS-B737-NG,1,14
1480,30/12/2015 09:00,Flight Data Services Ltd,SFR-B737-Classic,1,2
1481,30/12/2015 09:00,Flight Data Services Ltd,SFR-L100,1,5
1482,30/12/2015 09:00,Flight Data Services Ltd,SRR-B767,1,17
1483,30/12/2015 09:00,Flight Data Services Ltd,UBA-B737-NG,1,8
1484,30/12/2015 09:00,Flight Data Services Ltd,WOW-A320,1,7
1485,30/12/2015 09:15,Flight Data Services Ltd,IAW-B737,5,24
1486,30/12/2015 09:15,Flight Data Services Inc,CFS-ATR-42,4,11
1487,30/12/2015 09:15,Flight Data Services Ltd,IAW-B737,4,38
1488,30/12/2015 09:15,Flight Data Services Ltd,AHY-B767,3,1
1489,30/12/2015 09:15,Flight Data Services Ltd,DHX-B767,3,11
1490,30/12/2015 09:15,Flight Data Services Ltd,EIN-A320,3,5
1491,30/12/2015 09:15,Flight Data Services Ltd,EIN-A330,3,1
1492,30/12/2015 09:15,Flight Data Services Ltd,IAW-B737,3,17
1493,30/12/2015 09:15,Flight Data Services Ltd,NAS-B787,3,2
1494,30/12/2015 09:15,Flight Data Services Ltd,SAS-A330,3,1
1495,30/12/2015 09:15,Flight Data Services Ltd,SAS-A340,3,1
1496,30/12/2015 09:15,Flight Data Services Ltd,UBA-ATR-72,3,13
1497,30/12/2015 09:15,Flight Data Services Inc,MTN-ATR-42,2,8
1498,30/12/2015 09:15,Flight Data Services Ltd,AHY-A319,2,2
1499,30/12/2015 09:15,Flight Data Services Ltd,AHY-A320,2,3
1500,30/12/2015 09:15,Flight Data Services Ltd,AHY-B757,2,11
1501,30/12/2015 09:15,Flight Data Services Ltd,DHX-B757,2,5
1502,30/12/2015 09:15,Flight Data Services Ltd,DHX-B767,2,40
1503,30/12/2015 09:15,Flight Data Services Ltd,EIN-A320,2,19
1504,30/12/2015 09:15,Flight Data Services Ltd,EIN-A330,2,1
1505,30/12/2015 09:15,Flight Data Services Ltd,NAS-B787,2,3
1506,30/12/2015 09:15,Flight Data Services Ltd,SAS-A320,2,1
1507,30/12/2015 09:15,Flight Data Services Ltd,SAS-B737-NG,2,6
1508,30/12/2015 09:15,Flight Data Services Ltd,SRR-B767,2,8
1509,30/12/2015 09:15,Flight Data Services Ltd,UBA-B737-NG,2,1
